0,78.28667
1,16.69968
2,16.69968
3,16.69968
4,17.24193
5,17.82033
6,19.10107
7,19.81259
8,21.40639
9,23.27738
10,24.34045
11,24.34045
12,24.34045
13,21.40639
14,19.10107
15,18.43862
16,17.24193
17,16.69968
18,15.25885
19,14.83194
20,14.04552
21,13.68256
22,13.33775
23,13.33775
24,13.68256
25,17.24193
26,19.10107
27,20.57884
28,23.27738
29,23.27738
30,24.34045
31,24.34045
32,23.27738
33,23.27738
34,23.27738
35,23.27738
36,20.57884
37,20.57884
38,19.81259
39,17.82033
40,16.1903
41,14.83194
42,14.4281
43,14.04552
44,14.4281
45,14.04552
46,15.71088
47,17.24193
48,19.81259
49,21.40639
50,22.30291
51,24.34045
52,24.34045
53,24.34045
54,24.34045
55,23.27738
56,22.30291
57,21.40639
58,20.57884
59,19.10107
60,17.82033
61,16.1903
62,15.25885
63,14.83194
64,14.04552
65,13.33775
66,13.33775
67,18.43862
68,19.10107
